   4.3290000e-01  -1.3719000e+00   7.0220000e-01  -8.5350000e-01   1.0000000e+00
   3.0240000e-01   2.2860000e-01   8.6300000e-01   2.7909000e+00  -1.0000000e+00
   1.3490000e-01  -6.4450000e-01   1.0530000e+00   5.6870000e-01  -1.0000000e+00
   3.3740000e-01  -1.7163000e+00   3.6700000e-01  -6.2830000e-01  -1.0000000e+00
   1.1434000e+00  -4.8500000e-02   6.6370000e-01   1.2606000e+00   1.0000000e+00
   1.3749000e+00  -5.0710000e-01   4.4640000e-01   1.3009000e+00   1.0000000e+00
   7.2210000e-01  -7.5870000e-01   7.6810000e-01  -5.5920000e-01   1.0000000e+00
   4.4030000e-01  -8.0720000e-01   5.1540000e-01  -3.1290000e-01   1.0000000e+00
  -5.2310000e-01   3.5480000e-01   2.5380000e-01   1.5776000e+00  -1.0000000e+00
   3.2550000e-01  -2.0000000e+00   7.1120000e-01  -1.1209000e+00   1.0000000e+00
   5.8240000e-01   1.3915000e+00  -2.2910000e-01   4.1735000e+00  -1.0000000e+00
   1.3400000e-01   6.0810000e-01   4.4500000e-01   3.2230000e+00  -1.0000000e+00
   1.4800000e-01  -2.9880000e-01   4.7780000e-01   8.6490000e-01   1.0000000e+00
   7.3590000e-01   1.8690000e-01  -8.7200000e-02   2.3584000e+00   1.0000000e+00
   7.1150000e-01  -1.1469000e+00   3.3940000e-01   9.5730000e-01  -1.0000000e+00
   8.2510000e-01  -1.2840000e+00   8.4520000e-01   1.2382000e+00  -1.0000000e+00
   1.5690000e-01   3.7120000e-01   8.8250000e-01   1.7633000e+00   1.0000000e+00
   3.3000000e-03   6.8350000e-01   5.3890000e-01   2.8249000e+00  -1.0000000e+00
   4.2430000e-01   8.3130000e-01   2.6340000e-01   3.5855000e+00  -1.0000000e+00
   1.0490000e+00   1.3260000e-01   9.1380000e-01   1.9792000e+00   1.0000000e+00
   1.4276000e+00   5.3310000e-01  -1.4500000e-02   3.7286000e+00   1.0000000e+00
   5.9710000e-01   1.4865000e+00   2.9040000e-01   4.6069000e+00  -1.0000000e+00
   8.4750000e-01   2.1479000e+00   3.1790000e-01   5.8235000e+00  -1.0000000e+00
   1.3967000e+00  -4.1710000e-01   6.4430000e-01   1.3927000e+00   1.0000000e+00
   4.4000000e-03   1.5378000e+00   6.0990000e-01   4.7755000e+00  -1.0000000e+00
   2.2010000e-01  -5.6680000e-01   5.1500000e-02   7.8290000e-01   1.0000000e+00
   6.3000000e-01  -1.2480000e+00   8.5910000e-01   8.0930000e-01  -1.0000000e+00
  -2.4790000e-01   8.9600000e-01   5.4700000e-02   1.7381000e+00   1.0000000e+00
  -3.0880000e-01  -9.2900000e-02   8.6590000e-01   1.5483000e+00  -1.0000000e+00
  -5.1800000e-01   1.4974000e+00   5.4530000e-01   2.3993000e+00   1.0000000e+00
   6.8330000e-01   8.2660000e-01   8.2900000e-02   2.8864000e+00   1.0000000e+00
   4.3530000e-01  -1.4066000e+00   4.2070000e-01  -4.8790000e-01   1.0000000e+00
  -1.0690000e-01  -3.2329000e+00   1.8560000e-01  -2.4572000e+00  -1.0000000e+00
   4.6620000e-01   6.2610000e-01   7.3040000e-01   3.4370000e+00  -1.0000000e+00
   8.2980000e-01  -1.4089000e+00   3.1190000e-01   1.3235000e+00  -1.0000000e+00
